,id,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit,churn
3385,76985,yes,no,1.72,12,,0,0.0,0.0,0,1
3386,77019,no,no,7.55,24,,0,9.6,0.6,0,1
3387,77025,no,no,3.03,0,,0,0.0,0.0,6,1
3388,77040,no,no,3.1,22,,0,0.0,0.0,0,1
3389,77093,yes,no,5.91,21,0.0,0,18.2,1.3,0,1
3390,77131,no,no,8.25,24,,0,4.7,0.4,0,0
3391,77132,yes,yes,4.08,13,,2,10.9,0.9,0,1
3392,77134,yes,yes,2.12,0,,0,0.0,0.0,4,1
3393,77162,no,no,1.65,21,,0,0.0,0.0,0,1
3394,77168,yes,yes,2.91,0,,0,0.0,0.0,3,1
3395,77198,yes,yes,5.87,32,,0,35.6,2.4,0,1
3396,77221,yes,no,3.1,13,,0,0.0,0.0,0,1
3397,77229,no,no,2.17,12,,0,0.0,0.0,0,1
3398,77243,yes,no,3.69,13,0.0,0,17.9,0.8,3,1
3399,77249,no,no,3.79,24,,0,17.1,3.6,0,1
3400,77273,yes,yes,3.38,0,,0,0.0,0.0,7,1
3401,77310,yes,yes,8.55,30,1.83,0,96.4,3.3,0,1
3402,77388,yes,no,2.0,0,,0,0.0,0.0,0,1
3403,77436,yes,no,8.24,12,1.07,1,16.2,1.9,0,0
3404,77443,yes,no,8.24,22,0.88,2,15.1,0.6,0,0
3405,77447,yes,no,2.01,0,,1,0.0,0.0,7,1
3406,77481,no,no,3.56,21,,0,5.7,0.5,0,1
3407,77491,yes,yes,7.65,0,,0,0.0,0.0,0,1
3408,77503,yes,yes,1.93,22,,1,0.0,0.0,0,1
3409,77535,yes,no,2.1,22,,2,0.0,0.0,0,1
3410,77561,yes,no,3.21,23,,0,0.0,0.0,0,1
3411,77615,no,no,3.18,22,0.37,0,0.0,0.0,0,1
3412,77665,no,no,1.99,22,1.12,0,0.0,0.0,0,1
3413,77667,yes,no,8.24,12,1.07,0,27.4,2.5,0,0
3414,77668,yes,yes,3.9,13,,0,16.6,1.1,6,1
3415,77705,yes,no,1.85,14,,0,0.0,0.0,0,1
3416,77765,yes,yes,8.24,21,0.48,0,16.5,2.1,0,0
3417,77795,yes,no,1.96,18,,0,0.0,0.0,0,1
3418,77899,yes,yes,2.92,22,,0,0.0,0.0,0,1
3419,77917,yes,no,6.24,18,,0,8.5,0.9,0,1
3420,77929,no,no,3.61,0,,1,3.0,0.4,6,1
3421,77931,no,no,1.94,23,1.61,0,0.0,0.0,0,1
3422,77932,no,no,5.07,10,0.0,0,2.3,0.2,4,1
3423,77950,yes,yes,8.23,24,0.86,0,87.1,5.1,0,0
3424,77952,yes,no,1.92,0,0.0,0,0.0,0.0,0,1
3425,77979,yes,yes,3.37,23,,0,0.0,0.0,0,1
3426,77981,yes,yes,4.25,37,,0,2.9,0.2,0,1
3427,78019,no,no,2.59,0,,0,0.0,0.0,5,1
3428,78040,no,no,1.38,21,,0,0.0,0.0,0,1
3429,78058,yes,no,8.23,11,0.79,6,115.6,14.1,0,0
3430,78063,yes,yes,8.23,10,1.44,0,0.3,0.0,0,0
3431,78087,yes,no,6.9,19,0.0,1,53.5,2.1,0,1
3432,78099,no,no,2.89,0,,0,0.0,0.0,6,1
3433,78116,yes,no,8.23,25,0.13,0,8.1,0.3,0,0
3434,78172,no,no,3.09,53,,1,0.0,0.0,0,1
3435,78186,no,no,1.41,19,,0,0.0,0.0,2,1
3436,78193,yes,no,2.32,19,,1,0.0,0.0,0,1
3437,78233,no,no,4.63,19,0.0,0,4.5,0.5,0,1
3438,78245,yes,yes,8.23,18,1.51,0,143.9,6.9,1,0
3439,78268,no,no,1.84,14,,2,0.0,0.0,0,1
3440,78273,yes,no,4.18,23,,1,8.7,1.0,0,1
3441,78293,no,no,1.38,21,,0,0.0,0.0,0,1
3442,78310,yes,yes,8.23,25,0.12,0,17.2,1.6,0,0
3443,78319,no,no,2.32,13,,0,0.0,0.0,0,1
3444,78324,yes,yes,2.73,21,,0,0.0,0.0,0,1
3445,78340,no,no,3.1,0,,0,0.0,0.0,6,1
3446,78342,no,no,3.54,21,,0,0.6,0.0,0,1
3447,78352,no,no,1.62,0,1.93,0,0.0,0.0,0,1
3448,78462,no,no,7.02,11,,0,0.8,0.0,3,1
3449,78464,no,no,1.71,13,,0,0.0,0.0,0,1
3450,78488,no,no,3.22,0,,0,0.0,0.0,1,1
3451,78501,yes,yes,4.35,23,,0,12.5,0.9,0,1
3452,78505,no,no,3.81,21,,0,9.5,0.8,0,1
3453,78535,yes,yes,8.23,21,0.4,0,2.0,0.2,0,0
3454,78558,yes,no,2.11,0,,0,0.0,0.0,5,1
3455,78567,no,no,1.91,0,,0,0.0,0.0,0,1
3456,78610,yes,no,8.11,12,,0,0.8,0.1,1,1
3457,78622,no,no,3.79,0,,1,1.3,0.1,4,1
3458,78658,yes,no,4.64,21,,0,13.1,1.4,0,1
3459,78685,yes,yes,3.82,13,,0,2.2,0.1,0,1
3460,78690,no,no,1.61,0,,0,0.0,0.0,0,1
3461,78699,yes,yes,2.27,21,,0,0.0,0.0,0,1
3462,78760,yes,no,3.29,21,,0,0.0,0.0,0,1
3463,78778,no,no,1.85,14,,0,0.0,0.0,0,1
3464,78827,yes,yes,8.22,8,0.26,0,44.4,2.8,0,0
3465,78851,yes,no,6.48,19,0.0,0,95.9,4.3,0,1
3466,78853,no,no,4.04,21,,0,15.8,1.3,0,1
3467,78863,yes,yes,8.22,24,,0,25.1,2.2,0,0
3468,78880,yes,yes,6.99,22,0.0,0,60.9,4.4,0,1
3469,78889,no,no,3.02,17,0.0,0,0.0,0.0,0,1
3470,78892,yes,no,1.91,0,0.0,0,0.0,0.0,0,1
3471,78980,yes,no,2.98,0,,0,0.0,0.0,6,1
3472,79006,yes,yes,8.22,13,0.17,0,77.4,7.1,0,0
3473,79017,yes,yes,4.77,56,,0,81.2,6.6,0,1
3474,79044,yes,yes,3.03,0,,0,0.9,0.0,0,1
3475,79047,no,no,2.54,0,,0,0.0,0.0,6,1
3476,79115,yes,no,3.93,22,0.0,0,6.8,0.3,0,1
3477,79118,no,no,1.45,20,,0,0.0,0.0,0,1
3478,79126,no,no,1.53,0,,0,0.0,0.0,6,1
3479,79155,no,no,1.9,0,,0,0.0,0.0,0,1
3480,79174,yes,no,2.12,0,,0,0.0,0.0,4,1
3481,79189,yes,no,1.41,14,,1,0.0,0.0,0,1
3482,79211,no,no,2.06,22,,0,0.0,0.0,0,1
3483,79233,no,no,1.58,14,,0,0.0,0.0,0,1
3484,79259,yes,yes,2.4,11,,1,0.0,0.0,5,1
3485,79262,yes,yes,3.86,21,,0,2.9,0.2,0,1
3486,79274,yes,yes,8.22,12,0.91,0,73.3,7.1,0,0
3487,79288,yes,no,8.22,23,1.68,0,21.9,2.0,0,0
3488,79318,no,no,4.13,21,,0,7.5,0.7,0,1
3489,79335,yes,yes,8.21,24,1.2,0,44.6,1.3,0,0
3490,79337,yes,no,3.87,0,,0,10.7,1.0,7,1
3491,79357,no,no,2.17,14,,0,0.0,0.0,0,1
3492,79375,yes,no,4.07,22,,0,34.6,2.0,0,1
3493,79393,no,no,1.68,20,,0,0.0,0.0,0,1
3494,79420,no,no,1.84,0,,0,0.0,0.0,0,1
3495,79492,yes,yes,2.84,23,,0,0.0,0.0,0,1
3496,79530,yes,no,2.1,0,,0,0.0,0.0,5,1
3497,79573,yes,no,2.04,0,,2,0.0,0.0,4,1
3498,79578,yes,yes,8.21,10,1.07,0,11.3,0.8,0,0
3499,79585,no,no,2.15,13,,0,0.0,0.0,0,1
3500,79645,no,no,5.28,20,0.0,0,6.0,1.0,4,1
3501,79677,no,no,3.25,0,,0,0.0,0.0,0,1
3502,79709,yes,no,8.21,22,1.01,0,58.0,3.9,0,0
3503,79726,yes,no,4.02,21,0.0,0,11.5,0.8,0,1
3504,79735,yes,no,3.69,13,,1,3.8,1.1,0,1
3505,79740,no,no,8.21,24,,1,122.1,7.6,0,0
3506,79744,yes,yes,8.21,14,1.95,2,63.2,5.4,0,0
3507,79782,no,no,1.9,0,,0,0.0,0.0,0,1
3508,79785,no,no,3.36,20,,0,0.0,0.0,0,1
3509,79837,yes,yes,1.42,3,,0,0.0,0.0,7,1
3510,79873,no,no,1.76,12,,1,0.0,0.0,0,1
3511,79895,yes,no,2.08,2,,0,0.0,0.0,3,1
3512,79942,no,no,3.92,25,,0,8.2,0.8,0,1
3513,79953,yes,yes,4.02,24,,0,13.7,1.3,0,1
3514,79997,yes,no,2.43,23,,0,0.0,0.0,0,1
3515,80029,no,no,2.22,1,,0,0.0,0.0,0,1
3516,80034,no,no,1.76,20,,0,0.0,0.0,0,1
3517,80069,yes,no,1.73,14,,0,0.0,0.0,0,1
3518,80078,no,no,1.46,22,,0,0.0,0.0,0,1
3519,80101,yes,no,8.21,22,0.08,0,55.3,2.6,0,0
3520,80149,no,no,3.43,20,,0,12.1,3.0,0,1
3521,80156,yes,no,8.21,24,,0,39.9,1.6,0,0
3522,80169,yes,yes,1.54,0,,0,0.0,0.0,2,1
3523,80195,no,no,1.43,24,,0,0.0,0.0,0,1
3524,80221,yes,no,2.32,0,,0,0.0,0.0,1,1
3525,80254,yes,yes,1.84,12,,1,0.0,0.0,0,1
3526,80382,yes,no,4.91,10,,0,2.3,1.0,5,1
3527,80389,yes,no,2.67,17,,0,0.0,0.0,0,1
3528,80391,yes,yes,1.91,24,,0,0.0,0.0,0,1
3529,80400,no,no,3.42,23,,0,11.5,1.1,0,1
3530,80449,yes,no,2.24,0,,0,0.0,0.0,5,1
3531,80458,no,no,1.89,0,,0,0.0,0.0,0,1
3532,80487,no,no,8.2,25,0.06,0,91.1,5.1,0,0
3533,80488,no,no,1.81,0,,0,0.0,0.0,6,1
3534,80508,yes,no,2.16,0,,0,0.0,0.0,7,1
3535,80520,yes,yes,2.72,22,,0,0.0,0.0,0,1
3536,80531,no,no,1.88,0,,0,0.0,0.0,0,1
3537,80535,no,no,3.27,13,,0,0.0,0.0,0,1
3538,80609,yes,yes,2.28,0,,0,0.0,0.0,0,1
3539,80624,yes,no,5.28,9,,0,2.9,0.4,4,1
3540,80641,no,no,1.88,0,,0,0.0,0.0,0,1
3541,80657,yes,no,4.29,15,0.0,0,2.8,0.2,0,1
3542,80658,no,no,2.4,23,,0,0.0,0.0,0,1
3543,80686,yes,no,5.12,11,,0,1.4,0.1,0,1
3544,80702,yes,no,4.37,22,,0,17.6,1.0,0,1
3545,80706,no,no,4.4,15,0.0,5,4.3,0.3,0,1
3546,80747,yes,no,7.79,24,0.0,0,8.1,1.7,0,1
3547,80786,no,no,1.38,13,,0,0.0,0.0,0,1
3548,80794,no,no,1.98,14,,0,0.0,0.0,0,1
3549,80848,yes,no,2.25,15,0.0,3,0.0,0.0,0,1
3550,80872,yes,no,3.27,0,,0,0.0,0.0,2,1
3551,80887,no,no,1.41,14,,0,0.0,0.0,0,1
3552,80893,yes,no,5.08,20,,1,20.7,1.1,6,1
3553,80927,yes,no,3.83,23,,0,9.2,0.8,0,1
3554,80941,yes,yes,3.45,22,,0,0.0,0.0,0,1
3555,80965,yes,yes,1.96,6,,0,0.0,0.0,0,1
3556,80976,no,no,3.32,23,,2,0.0,0.0,0,1
3557,80987,no,no,5.22,4,,0,0.0,0.0,0,1
3558,81002,yes,no,1.72,14,,0,0.0,0.0,0,1
3559,81052,yes,no,1.68,21,,0,0.0,0.0,0,1
3560,81056,yes,yes,1.45,14,,0,0.0,0.0,0,1
3561,81063,no,no,3.43,21,,0,0.0,0.0,0,1
3562,81095,no,no,3.13,0,,0,0.0,0.0,0,1
3563,81108,no,no,2.41,0,,0,0.0,0.0,2,1
3564,81119,no,no,2.83,24,,0,0.0,0.0,0,1
3565,81170,yes,yes,1.88,0,0.0,0,0.0,0.0,0,1
3566,81180,yes,yes,5.54,17,,0,22.2,1.7,0,1
3567,81189,no,no,1.92,21,0.0,0,0.0,0.0,0,1
3568,81192,no,no,1.87,24,,8,0.0,0.0,0,1
3569,81197,yes,yes,1.97,23,,1,0.0,0.0,0,1
3570,81221,yes,no,2.89,23,0.0,0,0.0,0.0,0,1
3571,81247,yes,yes,2.36,0,,0,0.0,0.0,0,1
3572,81253,no,no,1.45,13,,0,0.0,0.0,0,1
3573,81269,yes,no,1.88,0,0.0,0,0.0,0.0,0,1
3574,81291,yes,no,6.77,13,0.0,0,28.0,2.5,0,1
3575,81296,no,no,7.79,24,,0,38.4,2.3,0,1
3576,81302,no,no,1.53,13,,0,0.0,0.0,0,1
3577,81336,yes,no,2.95,0,,0,0.0,0.0,7,1
3578,81342,no,no,3.37,22,,0,0.6,0.1,0,1
3579,81377,no,no,5.58,20,,0,2.6,0.3,0,1
3580,81405,no,no,6.21,24,,0,24.0,2.0,0,1
3581,81408,yes,no,3.96,37,,0,16.4,2.0,0,1
3582,81411,yes,no,5.51,20,,0,2.1,0.1,0,1
3583,81478,yes,yes,2.03,0,,0,0.0,0.0,5,1
3584,81498,yes,no,7.15,22,0.0,0,46.0,5.4,0,1
3585,81526,yes,yes,2.36,24,,1,0.0,0.0,0,1
3586,81537,yes,no,2.86,22,,0,0.0,0.0,0,1
3587,81616,no,no,1.87,0,,0,0.0,0.0,0,1
3588,81620,yes,no,2.27,19,,1,0.0,0.0,3,1
3589,81644,yes,yes,8.19,15,1.39,0,90.8,5.2,0,0
3590,81652,no,no,3.55,0,,0,0.0,0.0,0,1
3591,81660,yes,yes,8.19,25,1.96,0,17.2,1.7,0,0
3592,81809,yes,no,3.96,38,,0,62.9,2.5,0,1
3593,81810,no,no,1.87,0,,0,0.0,0.0,0,1
3594,81811,yes,yes,4.91,48,0.0,0,66.4,13.6,0,1
3595,81829,yes,yes,3.07,0,0.0,0,0.0,0.0,4,1
3596,81833,yes,no,3.34,21,,0,3.0,0.2,0,1
3597,81837,yes,no,3.27,21,,0,0.0,0.0,0,1
3598,81858,no,no,4.05,14,,0,0.9,0.2,0,1
3599,81866,yes,no,4.84,14,0.0,0,10.6,1.4,0,1
3600,81879,no,no,4.16,20,,0,36.0,5.7,0,1
3601,81883,yes,yes,6.21,19,0.0,2,48.1,4.5,0,1
3602,81932,yes,yes,2.09,0,0.16,0,0.0,0.0,0,1
3603,81982,no,no,8.18,406,,2,458.5,131.0,0,0
3604,82065,yes,no,8.18,22,0.9,1,9.7,0.6,0,0
3605,82097,yes,no,2.32,14,,0,0.0,0.0,0,1
3606,82107,no,no,2.34,0,,0,0.0,0.0,1,1
3607,82108,yes,no,2.92,0,,0,0.0,0.0,6,1
3608,82147,no,no,1.76,21,,0,0.0,0.0,0,1
3609,82160,yes,no,8.18,25,,0,1.6,0.1,0,0
3610,82197,yes,yes,3.95,13,,0,1.6,0.1,0,1
3611,82198,yes,yes,2.0,21,,0,0.0,0.0,0,1
3612,82210,yes,yes,5.33,18,,0,0.5,0.1,0,1
3613,82223,yes,no,8.18,22,0.61,0,15.4,1.3,0,0
3614,82253,no,no,2.7,14,,0,0.0,0.0,0,1
3615,82265,no,no,3.54,24,,0,8.7,0.5,0,1
3616,82366,yes,yes,1.39,0,0.0,0,0.0,0.0,3,1
3617,82387,yes,yes,2.01,0,,0,0.0,0.0,5,1
3618,82394,yes,no,3.95,13,,0,0.7,0.1,0,1
3619,82407,yes,yes,2.01,21,,0,0.0,0.0,0,1
3620,82412,yes,no,6.09,10,,0,0.0,0.0,0,1
3621,82421,no,no,1.4,22,,0,0.0,0.0,0,1
3622,82517,yes,no,5.11,21,0.0,0,72.7,7.8,0,1
3623,82541,yes,yes,2.01,0,,0,0.0,0.0,2,1
3624,82550,yes,no,2.64,0,,0,0.0,0.0,6,1
3625,82551,yes,yes,6.2,10,,0,0.0,0.0,0,1
3626,82573,yes,yes,3.86,13,,0,8.8,2.0,0,1
3627,82584,yes,no,1.67,25,,0,0.0,0.0,0,1
3628,82618,yes,yes,1.86,0,,0,0.0,0.0,0,1
3629,82640,no,no,2.62,22,,1,0.0,0.0,0,1
3630,82702,yes,yes,2.63,22,,1,0.0,0.0,0,1
3631,82706,yes,no,3.8,14,,0,11.7,1.6,0,1
3632,82745,yes,yes,2.01,0,,0,0.0,0.0,0,1
3633,82756,yes,yes,2.01,21,,1,0.0,0.0,0,1
3634,82760,yes,no,4.03,14,,0,3.3,0.4,0,1
3635,82775,yes,no,8.17,25,0.05,0,75.1,8.4,0,0
3636,82807,yes,yes,2.73,0,,0,0.0,0.0,6,1
3637,82843,yes,no,1.65,24,,5,0.0,0.0,0,1
3638,82851,yes,yes,2.39,0,,0,0.0,0.0,5,1
3639,82919,yes,no,8.17,17,1.91,0,32.1,2.6,0,0
3640,82934,yes,yes,1.35,0,0.0,0,0.0,0.0,4,1
3641,82941,no,no,1.35,11,,0,0.0,0.0,0,1
3642,82963,yes,no,2.81,20,0.67,1,0.0,0.0,0,1
3643,82970,yes,no,3.83,21,,0,9.8,0.7,0,1
3644,83040,yes,yes,2.28,22,,0,0.0,0.0,0,1
3645,83044,yes,yes,7.73,39,0.0,0,305.9,22.5,0,1
3646,83052,yes,no,1.67,0,,0,0.0,0.0,7,1
3647,83064,no,no,1.85,0,,0,0.0,0.0,0,1
3648,83176,yes,no,8.17,13,0.15,0,6.7,0.3,0,0
3649,83181,yes,no,3.25,21,,0,0.0,0.0,0,1
3650,83209,yes,no,8.17,22,0.06,0,87.8,3.4,0,0
3651,83231,no,no,6.47,12,,0,38.6,1.5,0,1
3652,83345,no,no,3.95,10,,0,10.6,1.6,0,1
3653,83346,no,no,5.04,10,,0,1.3,0.1,5,1
3654,83373,no,no,4.06,13,,1,26.6,2.6,0,1
3655,83384,yes,yes,8.17,20,1.65,0,240.0,11.7,0,0
3656,83388,yes,yes,1.85,0,0.0,0,0.0,0.0,0,1
3657,83409,yes,no,1.92,18,,0,0.0,0.0,0,1
3658,83417,yes,yes,2.16,18,,0,0.0,0.0,0,1
3659,83418,yes,yes,2.01,22,,0,0.0,0.0,0,1
3660,83440,yes,yes,2.14,0,,0,0.0,0.0,0,1
3661,83444,yes,no,4.86,13,0.0,0,9.6,0.5,0,1
3662,83446,no,no,2.85,13,,0,0.0,0.0,0,1
3663,83475,yes,no,2.79,0,,0,0.0,0.0,6,1
3664,83550,no,no,2.92,0,,0,0.0,0.0,0,1
3665,83567,yes,no,1.99,13,,0,0.0,0.0,0,1
3666,83592,yes,yes,2.07,21,,0,0.0,0.0,0,1
3667,83602,no,no,3.72,20,,0,0.0,0.0,0,1
3668,83609,no,no,6.47,14,0.0,0,2.2,0.2,5,1
3669,83615,yes,yes,8.16,23,0.54,0,158.9,8.8,0,0
3670,83659,no,no,2.46,14,,0,0.0,0.0,0,1
3671,83704,no,no,3.23,10,,0,0.0,0.0,0,1
3672,83711,yes,no,5.08,18,0.0,0,89.8,20.6,0,1
3673,83714,yes,yes,2.3,0,,0,0.0,0.0,2,1
3674,83730,yes,yes,2.07,0,,0,0.0,0.0,5,1
3675,83748,yes,yes,1.85,0,0.0,0,0.0,0.0,0,1
3676,83758,yes,yes,2.18,0,,0,0.0,0.0,4,1
3677,83785,yes,yes,4.24,0,,0,0.4,0.0,1,1
3678,83798,yes,yes,4.44,0,,0,4.9,0.4,7,1
3679,83802,no,no,1.49,13,,0,0.0,0.0,0,1
3680,83858,yes,no,5.4,20,,0,2.8,0.2,0,1
3681,83880,no,no,1.41,18,,0,0.0,0.0,0,1
3682,83883,no,no,1.84,0,,0,0.0,0.0,0,1
3683,83886,yes,yes,3.2,0,,4,0.0,0.0,2,1
3684,83951,no,no,1.98,21,,0,0.0,0.0,0,1
3685,84044,no,no,1.98,52,,6,0.0,0.0,0,1
3686,84091,yes,no,2.77,18,,0,0.0,0.0,0,1
3687,84104,yes,yes,2.01,0,,0,0.0,0.0,2,1
3688,84111,no,no,3.77,0,,0,2.1,0.2,4,1
3689,84134,no,no,3.8,12,,0,8.0,0.9,0,1
3690,84161,no,no,2.69,10,,0,0.0,0.0,0,1
3691,84205,no,no,2.39,13,,0,0.0,0.0,0,1
3692,84209,yes,no,3.47,21,,2,9.9,0.8,0,1
3693,84244,yes,no,1.39,20,,0,0.0,0.0,0,1
3694,84247,yes,no,8.16,22,1.97,1,66.5,3.1,0,0
3695,84251,yes,no,4.67,15,0.0,0,1.1,0.0,0,1
3696,84306,yes,yes,8.18,18,0.0,0,86.4,5.6,0,1
3697,84355,no,no,1.4,21,,0,0.0,0.0,0,1
3698,84365,yes,no,3.8,21,,0,0.0,0.0,0,1
3699,84397,no,no,2.75,13,,0,0.0,0.0,0,1
3700,84420,yes,no,4.78,0,,0,1.3,0.2,4,1
3701,84432,yes,yes,8.16,37,1.95,0,268.0,19.2,0,0
3702,84434,no,no,3.6,14,,0,13.4,0.7,0,1
3703,84466,yes,yes,2.84,0,,0,0.0,0.0,7,1
3704,84473,no,no,2.4,21,,1,0.0,0.0,0,1
3705,84504,yes,yes,2.09,0,,0,0.0,0.0,0,1
3706,84515,yes,yes,2.98,0,,1,0.0,0.0,5,1
3707,84569,yes,no,8.16,22,0.04,0,109.0,6.5,0,0
3708,84608,yes,no,8.16,22,0.86,0,0.7,0.2,0,0
3709,84612,yes,yes,1.42,0,0.58,0,0.0,0.0,7,1
3710,84632,no,no,3.43,10,,0,0.0,0.0,0,1
3711,84639,yes,yes,2.11,0,,0,0.0,0.0,4,1
3712,84644,no,no,1.72,14,,0,0.0,0.0,0,1
3713,84679,no,no,2.62,14,,0,0.0,0.0,0,1
3714,84683,yes,yes,8.15,20,,0,41.0,3.6,0,0
3715,84700,yes,yes,2.53,0,,0,0.0,0.0,3,1
3716,84777,yes,yes,2.85,18,,0,0.0,0.0,0,1
3717,84789,yes,no,1.84,13,,1,0.0,0.0,0,1
3718,84816,yes,no,4.45,19,,0,0.6,0.0,0,1
3719,84830,yes,no,2.02,0,,0,0.0,0.0,0,1
3720,84910,no,no,5.72,18,,0,0.3,0.0,0,1
3721,84922,no,no,5.72,18,,0,0.0,0.0,0,1
3722,84937,no,no,5.72,18,,0,0.0,0.0,0,1
3723,84946,no,no,5.72,18,,0,0.0,0.0,0,1
3724,84947,no,no,5.72,18,,0,0.0,0.0,0,1
3725,84960,no,no,5.72,18,,0,0.0,0.0,0,1
3726,84991,no,no,1.71,12,,0,0.0,0.0,0,1
3727,85001,yes,yes,7.87,33,,0,23.7,1.0,0,1
3728,85016,yes,yes,8.15,33,,0,16.1,2.4,0,0
3729,85091,yes,no,7.02,22,0.0,0,195.6,16.1,0,1
3730,85108,yes,no,7.05,9,0.0,0,62.9,5.0,0,1
3731,85135,yes,no,5.7,31,,0,53.4,4.0,0,1
3732,85164,yes,no,4.2,23,,0,0.4,0.0,0,1
3733,85196,yes,yes,2.05,0,,4,0.0,0.0,6,1
3734,85209,yes,yes,2.75,13,,0,0.0,0.0,0,1
3735,85218,yes,no,3.8,0,,0,3.0,0.1,6,1
3736,85269,yes,no,3.18,0,,0,0.0,0.0,5,1
3737,85311,yes,no,1.84,13,,0,0.0,0.0,0,1
3738,85325,yes,no,8.15,21,0.34,0,26.8,1.7,0,0
3739,85334,yes,yes,8.15,39,0.75,0,135.9,6.8,0,0
3740,85336,yes,no,8.15,21,0.37,0,79.1,3.7,0,0
3741,85347,no,no,4.51,19,,0,8.1,1.4,0,1
3742,85402,yes,no,3.18,24,,0,0.0,0.0,0,1
3743,85409,yes,yes,3.1,23,,4,0.0,0.0,0,1
3744,85419,no,no,8.15,73,,3,115.7,8.4,0,0
3745,85421,yes,yes,2.65,13,,0,0.0,0.0,0,1
3746,85450,yes,no,1.56,20,,0,0.0,0.0,0,1
3747,85482,no,no,3.68,22,,0,5.6,0.6,0,1
3748,85483,yes,no,6.31,19,,0,31.2,1.8,0,1
3749,85486,no,no,1.8,12,,0,0.0,0.0,0,1
3750,85525,yes,yes,6.3,24,,0,3.1,0.1,0,1
3751,85558,yes,no,3.19,0,,0,0.0,0.0,4,1
3752,85578,yes,yes,3.76,0,,0,0.0,0.0,0,1
3753,85579,yes,yes,8.15,40,1.04,1,200.4,17.9,0,0
3754,85610,yes,no,3.76,20,0.0,5,68.1,12.1,0,1
3755,85741,yes,yes,4.0,24,,0,16.9,1.4,0,1
3756,85754,yes,no,5.68,29,0.0,0,12.6,1.2,0,1
3757,85828,no,no,1.82,0,,0,0.0,0.0,0,1
3758,85829,yes,yes,3.07,0,,0,0.0,0.0,1,1
3759,85839,yes,no,5.53,26,0.0,1,25.5,1.4,0,1
3760,85857,yes,yes,1.82,0,0.0,0,0.0,0.0,0,1
3761,85863,yes,no,8.14,22,0.08,0,91.8,5.3,0,0
3762,85871,no,no,1.82,0,,0,0.0,0.0,0,1
3763,85892,yes,no,5.93,32,,0,110.5,6.2,0,1
3764,85902,yes,yes,8.14,16,1.59,0,29.7,2.9,0,0
3765,85953,yes,no,4.51,13,0.0,1,9.1,0.3,0,1
3766,85977,yes,yes,2.39,0,,0,0.0,0.0,1,1
3767,86015,no,no,4.97,20,,0,11.3,1.1,0,1
3768,86047,no,no,2.73,0,,0,0.0,0.0,7,1
3769,86050,yes,yes,8.13,17,0.39,0,,,0,0
3770,86063,no,no,5.29,22,0.0,0,31.8,3.0,0,1
3771,86070,no,no,4.13,0,,0,13.6,1.1,0,1
3772,86074,yes,yes,2.44,21,,0,0.0,0.0,0,1
3773,86093,yes,no,1.82,0,,0,0.0,0.0,0,1
3774,86099,yes,yes,2.18,23,,0,0.0,0.0,0,1
3775,86102,yes,no,7.97,20,,1,102.4,4.5,0,1
3776,86130,yes,yes,5.5,15,,0,0.0,0.0,0,1
3777,86150,yes,no,4.96,15,,0,0.0,0.0,0,1
3778,86158,yes,yes,2.74,0,,0,0.0,0.0,0,1
3779,86190,yes,no,2.0,14,,1,0.0,0.0,0,1
3780,86312,yes,yes,1.82,0,0.0,0,0.0,0.0,0,1
3781,86355,yes,yes,2.19,0,,0,0.0,0.0,0,1
3782,86429,no,no,1.73,13,,0,0.0,0.0,0,1
3783,86485,yes,no,3.78,21,,0,18.2,0.9,0,1
3784,86506,yes,yes,1.53,13,,0,0.0,0.0,0,1
3785,86520,no,no,3.76,21,,1,12.1,1.9,3,1
3786,86555,yes,yes,2.38,0,,1,0.0,0.0,6,1
3787,86560,yes,no,4.32,28,,0,0.0,0.0,0,1
3788,86581,yes,yes,8.13,21,0.22,0,190.4,5.2,0,0
3789,86629,no,no,1.92,19,0.0,0,0.0,0.0,0,1
3790,86632,yes,no,8.13,21,1.65,0,144.6,8.2,0,0
3791,86667,no,no,1.82,0,,0,0.0,0.0,0,1
3792,86704,no,no,5.68,15,0.0,0,46.6,1.8,0,1
3793,86757,yes,yes,2.83,14,,0,0.0,0.0,0,1
3794,86775,no,no,1.82,0,,0,0.0,0.0,2,1
3795,86785,no,no,3.19,0,,0,0.0,0.0,5,1
3796,86788,yes,yes,1.82,0,0.0,0,0.0,0.0,0,1
3797,86807,no,no,6.69,15,,1,7.3,1.5,0,1
3798,86855,yes,no,2.78,20,,0,0.0,0.0,0,1
3799,86904,yes,yes,2.77,12,,0,0.0,0.0,0,1
3800,86952,no,no,1.81,0,,0,0.0,0.0,0,1
3801,86961,no,no,3.7,21,,1,14.8,1.2,0,1
3802,86971,yes,no,4.12,15,,0,32.2,5.7,0,1
3803,86974,yes,yes,2.86,0,,0,0.0,0.0,0,1
3804,87024,yes,yes,2.01,0,,0,0.0,0.0,7,1
3805,87059,yes,no,3.25,0,,0,0.0,0.0,0,1
3806,87097,yes,no,5.22,10,,2,2.1,0.1,5,1
3807,87111,yes,no,4.01,0,,0,1.3,0.2,5,1
3808,87150,yes,no,8.13,22,1.07,0,28.1,6.1,0,0
3809,87170,yes,yes,1.81,0,0.0,0,0.0,0.0,0,1
3810,87220,yes,yes,1.57,0,0.43,0,0.0,0.0,7,1
